state,county,year,Carbon monoxide,Nitrogen dioxide (NO2),Ozone,PM10 Total 0-10um STP,PM2.5 - Local Conditions,births_low,avg_weight_low,avg_ges_age_low,births_all,avg_weight_all,avg_ges_age_all,pct_low,high_rate
new hampshire,rockingham,2017,0.162126,6.262899,0.044537,10.653998,5.200305,123.0,1961.732,34.098,2110.0,3396.435,38.897,0.0583,0
new hampshire,rockingham,2018,0.18594,5.834897,0.046,9.904861,5.273333,106.0,2100.84,34.783,2131.0,3413.679,38.899,0.0497,0
new hampshire,rockingham,2019,0.16639,5.938567,0.044653,11.907867,5.969717,101.0,2083.901,34.505,2104.0,3391.081,38.904,0.048,0
new jersey,camden,2016,0.163219,24.767507,0.051509,38.982759,10.122872,380.0,1934.432,33.845,4744.0,3267.441,38.606,0.0801,1
new jersey,camden,2017,0.125425,24.256198,0.048402,19.892857,11.738666,332.0,1973.0,34.253,4768.0,3299.257,38.706,0.0696,1
new jersey,camden,2019,0.239785,22.461111,0.049656,16.943662,10.284658,339.0,1972.475,34.218,4417.0,3284.791,38.677,0.0767,1
new jersey,essex,2015,0.334612,31.173554,0.046399,15.709402,8.912931,678.0,1942.068,33.804,8563.0,3238.516,38.571,0.0792,1
new jersey,essex,2016,0.311874,30.110497,0.046981,14.745614,8.785804,642.0,1938.65,33.881,8472.0,3240.243,38.583,0.0758,1
new jersey,essex,2017,0.303453,29.484594,0.037436,13.897436,8.649215,704.0,1893.345,33.568,8597.0,3238.066,38.545,0.0819,1
new jersey,essex,2018,0.302004,27.3207,0.039045,13.096491,8.652271,610.0,1943.454,33.749,8091.0,3244.439,38.554,0.0754,1
new jersey,essex,2019,0.29655,31.317857,0.04065,13.018519,8.962791,575.0,1970.0,34.184,7789.0,3247.44,38.615,0.0738,1
new jersey,hudson,2015,0.581356,31.560907,0.051277,19.813559,11.390435,592.0,2065.595,34.827,8796.0,3235.068,38.615,0.0673,0
new jersey,hudson,2016,0.367323,31.038462,0.04785,16.909091,9.610868,616.0,2011.245,34.519,8685.0,3237.679,38.625,0.0709,1
new jersey,hudson,2017,0.338586,29.875,0.043646,15.491525,10.318528,641.0,2022.986,34.434,8705.0,3234.965,38.602,0.0736,1
new jersey,hudson,2018,0.336526,30.733516,0.047436,15.45614,8.142857,606.0,2028.246,34.56,8512.0,3238.374,38.614,0.0712,1
new jersey,hudson,2019,0.324874,34.515659,0.045447,15.377049,8.931106,515.0,2019.456,34.517,7956.0,3251.731,38.648,0.0647,0
new mexico,bernalillo,2007,0.552986,31.864943,0.056348,38.297214,6.67948,624.0,2026.093,34.522,8089.0,3216.744,38.57,0.0771,1
new mexico,bernalillo,2008,0.677811,30.584527,0.056073,33.37037,5.956604,566.0,2003.284,34.521,7782.0,3217.345,38.6,0.0727,1
new mexico,bernalillo,2009,0.777815,28.173789,0.052132,33.45283,5.344828,577.0,2074.671,34.983,7335.0,3218.935,38.637,0.0787,1
new mexico,bernalillo,2010,0.432822,28.777448,0.053582,29.981481,5.36231,611.0,2011.992,34.57,7453.0,3209.286,38.553,0.082,1
new mexico,bernalillo,2011,0.541355,28.783283,0.05582,36.462963,6.989286,616.0,2043.93,34.765,7092.0,3208.105,38.532,0.0869,1
new mexico,bernalillo,2012,0.499567,29.206825,0.055557,36.560226,7.360278,533.0,2002.981,34.444,6828.0,3201.697,38.577,0.0781,1
new mexico,bernalillo,2013,0.270307,25.493519,0.052514,35.507026,8.764581,465.0,2005.974,34.601,6529.0,3219.378,38.667,0.0712,1
new mexico,bernalillo,2014,0.221306,25.841692,0.050044,35.606454,7.391798,471.0,2063.004,34.752,6274.0,3218.412,38.645,0.0751,1
new mexico,bernalillo,2015,0.229584,24.779048,0.051522,32.646324,6.664194,436.0,2003.92,34.188,5997.0,3221.58,38.596,0.0727,1
new mexico,bernalillo,2016,0.225299,24.644681,0.051098,35.190206,7.669064,407.0,2042.268,34.636,5830.0,3231.262,38.64,0.0698,1
new mexico,bernalillo,2017,0.236065,23.10507,0.053851,35.293282,7.507288,427.0,2068.632,34.707,5391.0,3212.929,38.577,0.0792,1
new mexico,bernalillo,2018,0.236937,24.16236,0.054579,42.645508,8.41339,452.0,2031.042,34.679,5465.0,3200.162,38.532,0.0827,1
new mexico,bernalillo,2019,0.203767,22.547578,0.05272,36.024892,7.763344,379.0,2050.05,34.881,5044.0,3203.499,38.583,0.0751,1
new mexico,bernalillo,2020,0.199805,20.287425,0.052222,45.73038,9.471468,357.0,2067.202,34.852,4882.0,3208.777,38.542,0.0731,1
new york,bronx,2017,0.329409,30.86129,0.045273,12.790323,7.970492,1313.0,1980.306,34.366,15880.0,3218.501,38.696,0.0827,1
new york,bronx,2018,0.319885,17.456432,0.046131,13.54386,8.266393,1290.0,1963.81,34.241,15111.0,3204.941,38.612,0.0854,1
new york,bronx,2019,0.275046,25.123288,0.046653,12.964286,8.577996,1148.0,1956.133,34.049,13219.0,3201.29,38.543,0.0868,1
new york,erie,2017,0.325733,21.428732,0.046333,14.87931,7.389256,475.0,1938.223,33.629,7019.0,3308.084,38.675,0.0677,0
new york,erie,2018,0.256421,21.868195,0.046317,14.474576,7.614655,435.0,1958.117,33.697,6931.0,3301.644,38.664,0.0628,0
new york,erie,2020,0.236255,17.696379,0.045242,10.759259,6.834783,480.0,1966.785,33.883,6802.0,3291.044,38.567,0.0706,1
new york,monroe,2017,0.246399,17.991908,0.042222,11.368421,6.694118,362.0,1865.583,33.13,5421.0,3332.898,38.771,0.0668,0
new york,monroe,2018,0.238394,16.886842,0.03931,10.660714,7.373451,370.0,1921.714,33.716,5393.0,3302.434,38.722,0.0686,0
new york,monroe,2019,0.241744,15.016524,0.039825,9.966667,6.528704,314.0,1983.611,33.997,4926.0,3315.884,38.729,0.0637,0
new york,monroe,2020,0.211836,5.684986,0.039338,9.186441,6.635979,357.0,1999.784,34.28,5171.0,3307.151,38.735,0.069,1
new york,queens,2017,0.316706,29.971148,0.041646,12.15,7.060331,1529.0,2026.283,34.6,22672.0,3247.589,38.748,0.0674,0
new york,queens,2018,0.33663,29.75656,0.0409,11.945455,8.253913,1593.0,2038.77,34.718,21910.0,3235.265,38.686,0.0727,1
new york,queens,2019,0.330593,30.794611,0.043003,11.423729,7.765812,1396.0,2033.433,34.681,19505.0,3239.065,38.664,0.0716,1
north carolina,forsyth,2010,0.546172,21.940171,0.059505,19.020617,10.832456,346.0,1898.789,33.613,3910.0,3248.666,38.427,0.0885,1
north carolina,forsyth,2011,0.529404,7.716596,0.056847,14.468876,9.623837,320.0,1906.2,33.587,3749.0,3249.847,38.468,0.0854,1
north carolina,forsyth,2012,0.347161,20.186813,0.056603,13.460046,8.886325,351.0,1918.037,33.527,3797.0,3249.709,38.415,0.0924,1
north carolina,forsyth,2013,0.371016,15.976261,0.051577,12.017303,8.329825,340.0,1956.694,34.047,4012.0,3275.268,38.547,0.0847,1
north carolina,forsyth,2014,0.334598,16.236311,0.053883,12.709147,9.031385,378.0,1941.026,33.955,3833.0,3240.875,38.453,0.0986,1
north carolina,forsyth,2015,0.298773,6.891109,0.052901,12.259353,8.090343,344.0,1948.552,34.052,3809.0,3245.362,38.495,0.0903,1
north carolina,mecklenburg,2010,0.416368,25.448753,0.060668,22.762712,12.041593,935.0,1989.858,34.348,11583.0,3265.368,38.666,0.0807,1
north carolina,mecklenburg,2011,0.449931,22.336158,0.059366,19.568966,10.998305,944.0,2006.122,34.422,11679.0,3271.236,38.675,0.0808,1
north carolina,mecklenburg,2012,0.373013,8.580711,0.055238,17.983051,9.631405,866.0,1960.44,34.118,11603.0,3274.004,38.712,0.0746,1
north carolina,mecklenburg,2013,0.388611,18.985507,0.049425,18.824561,9.133898,932.0,1971.201,34.224,12106.0,3265.45,38.744,0.077,1
north carolina,mecklenburg,2014,0.424042,19.009392,0.051981,16.931034,9.264103,980.0,1946.848,34.187,12558.0,3260.64,38.736,0.078,1
north carolina,mecklenburg,2015,0.252518,18.626111,0.053531,18.384615,8.907965,984.0,1973.539,34.189,12176.0,3262.2,38.729,0.0808,1
north carolina,mecklenburg,2016,0.250948,22.612045,0.055014,17.846154,9.047458,967.0,1994.369,34.301,11866.0,3264.25,38.704,0.0815,1
north carolina,mecklenburg,2017,0.307728,21.699698,0.050898,17.416742,8.649153,940.0,2001.366,34.469,11949.0,3259.775,38.708,0.0787,1
north carolina,mecklenburg,2018,0.309246,19.919706,0.051439,15.537004,8.3125,1026.0,1973.957,34.167,12008.0,3241.654,38.576,0.0854,1
north carolina,mecklenburg,2019,0.328734,21.378947,0.053543,15.285146,9.587982,952.0,2030.196,34.547,11809.0,3249.596,38.611,0.0806,1
north carolina,mecklenburg,2020,0.298036,17.895506,0.045649,13.270599,8.426742,927.0,2014.479,34.41,11966.0,3254.238,38.577,0.0775,1
north carolina,wake,2014,0.263485,15.212754,0.048196,14.068376,11.166063,657.0,1991.011,34.186,11024.0,3346.996,38.816,0.0596,0
north carolina,wake,2015,0.267064,18.064873,0.048722,13.325,10.86491,787.0,1961.437,34.033,11432.0,3325.593,38.73,0.0688,0
north carolina,wake,2016,0.327917,17.330422,0.050808,12.475806,10.004357,724.0,1954.988,33.964,11012.0,3321.597,38.72,0.0657,0
north carolina,wake,2017,0.295987,18.029042,0.044441,14.667005,9.229762,669.0,1970.738,34.075,10837.0,3324.998,38.771,0.0617,0
north carolina,wake,2018,0.295781,16.432653,0.043698,14.025246,9.699109,613.0,1940.488,33.734,10526.0,3319.9,38.715,0.0582,0
north carolina,wake,2019,0.311489,17.584831,0.04603,15.222536,9.934235,604.0,1968.146,33.965,10207.0,3331.272,38.734,0.0592,0
north carolina,wake,2020,0.276093,14.855988,0.040175,15.861667,9.336087,607.0,1975.733,34.089,10376.0,3335.231,38.746,0.0585,0
north dakota,cass,2008,0.175018,14.957143,0.039163,12.285059,8.327826,85.0,1962.329,33.894,1686.0,3401.211,38.811,0.0504,0
north dakota,cass,2010,0.172111,14.484765,0.041043,13.461502,8.448333,103.0,2082.087,34.524,1817.0,3415.827,38.789,0.0567,0
north dakota,cass,2011,0.166374,13.576023,0.037922,18.462219,7.179711,92.0,2018.25,34.065,1874.0,3408.307,38.793,0.0491,0
north dakota,cass,2012,0.17605,13.173077,0.047417,21.494378,7.533628,101.0,2034.614,34.218,1962.0,3381.729,38.863,0.0515,0
north dakota,cass,2013,0.149368,12.933824,0.042992,16.240464,7.124038,110.0,1929.027,33.8,2056.0,3370.487,38.849,0.0535,0
north dakota,cass,2014,0.162364,11.802292,0.041596,16.208593,6.630357,84.0,1915.798,33.357,1980.0,3397.787,38.902,0.0424,0
north dakota,cass,2015,0.168546,10.628767,0.042092,17.949729,7.271357,103.0,1924.291,33.524,2080.0,3400.663,38.867,0.0495,0
north dakota,cass,2016,0.181482,9.772131,0.03853,14.897999,5.101989,106.0,1967.925,33.811,1939.0,3371.438,38.873,0.0547,0
ohio,cuyahoga,2006,0.536926,32.316239,0.051559,28.362069,14.957627,1112.0,1904.81,33.54,12404.0,3230.465,38.413,0.0896,1
ohio,cuyahoga,2007,0.514631,34.570621,0.05299,34.103448,15.95283,1048.0,1908.002,33.623,12260.0,3234.848,38.423,0.0855,1
ohio,cuyahoga,2008,0.456229,30.301105,0.053009,35.964912,14.566102,1035.0,1913.088,33.596,11781.0,3230.076,38.479,0.0879,1
ohio,cuyahoga,2009,0.381207,17.073034,0.046234,34.214286,12.774576,932.0,1883.251,33.295,10842.0,3228.762,38.494,0.086,1
ohio,cuyahoga,2010,0.697683,29.676966,0.052136,30.946429,13.885088,878.0,1913.195,33.616,10784.0,3240.384,38.533,0.0814,1
ohio,cuyahoga,2011,0.69488,27.794366,0.049784,36.883333,12.669565,871.0,1916.778,33.693,10585.0,3238.873,38.618,0.0823,1
ohio,cuyahoga,2012,0.78431,26.152695,0.055563,51.0,12.31326,938.0,1924.549,33.609,10965.0,3226.81,38.584,0.0855,1
ohio,cuyahoga,2013,0.945322,24.58011,0.047341,41.066667,12.16281,941.0,1939.843,33.77,11382.0,3233.432,38.563,0.0827,1
ohio,cuyahoga,2014,0.297945,24.231638,0.046226,38.366667,12.5,958.0,1934.133,33.669,11224.0,3223.581,38.519,0.0854,1
ohio,cuyahoga,2015,0.302114,26.316384,0.047991,41.929825,13.338655,976.0,1956.742,33.913,11031.0,3222.106,38.543,0.0885,1
ohio,cuyahoga,2016,0.500978,24.217765,0.050137,36.557377,10.666942,908.0,1919.992,33.754,10818.0,3227.549,38.566,0.0839,1
ohio,cuyahoga,2017,0.365523,23.846591,0.04855,29.864407,11.185,784.0,1920.916,33.584,10147.0,3240.482,38.54,0.0773,1
ohio,cuyahoga,2018,0.383395,23.008696,0.048041,29.816667,11.056667,806.0,1946.01,33.794,10130.0,3232.565,38.476,0.0796,1
ohio,cuyahoga,2019,0.269602,21.16129,0.0486,31.464789,11.009819,779.0,1989.539,34.199,9205.0,3231.516,38.494,0.0846,1
ohio,cuyahoga,2020,0.451703,16.700855,0.045754,19.988849,9.842049,727.0,1976.417,34.089,8973.0,3238.242,38.48,0.081,1
ohio,franklin,2014,0.345516,24.249315,0.050794,22.931034,10.92561,989.0,1963.743,33.994,14464.0,3307.138,38.661,0.0684,0
ohio,franklin,2016,0.356854,23.531507,0.052505,20.0,8.651667,897.0,1939.964,33.76,13916.0,3295.326,38.677,0.0645,0
ohio,franklin,2017,0.271925,21.838356,0.049502,21.616667,8.722222,876.0,1965.664,34.031,13404.0,3292.394,38.682,0.0654,0
ohio,franklin,2019,0.255109,19.936464,0.051073,17.333333,9.933166,797.0,1976.826,34.099,12531.0,3289.567,38.625,0.0636,0
ohio,hamilton,2006,0.360542,33.036313,0.055427,22.966667,15.799123,791.0,1920.91,33.56,8702.0,3254.107,38.278,0.0909,1
ohio,hamilton,2007,0.456178,32.553719,0.063553,26.355932,16.718349,733.0,1930.109,33.656,8686.0,3257.093,38.347,0.0844,1
ohio,hamilton,2008,0.214712,30.914601,0.058052,23.482759,15.267241,654.0,1947.93,33.747,8258.0,3277.349,38.512,0.0792,1
ohio,hamilton,2009,0.177917,27.426997,0.050289,22.545811,13.887097,552.0,1923.266,33.536,7595.0,3276.924,38.532,0.0727,1
ohio,hamilton,2010,0.277098,27.678679,0.058561,24.527273,15.012281,561.0,1959.246,34.05,7639.0,3289.232,38.593,0.0734,1
ohio,hamilton,2011,0.346527,24.658754,0.056514,22.048984,13.356303,510.0,1913.151,33.649,7472.0,3299.143,38.583,0.0683,0
ohio,hamilton,2013,0.244641,11.900312,0.050153,22.891055,11.559483,484.0,1927.829,33.659,7589.0,3296.961,38.655,0.0638,0
ohio,hamilton,2014,0.399071,38.308989,0.051995,19.510957,13.346667,515.0,1978.299,34.196,7716.0,3310.714,38.688,0.0667,0
ohio,hamilton,2015,0.365798,36.395349,0.052,23.633333,11.267797,472.0,1981.862,34.057,7499.0,3303.92,38.674,0.0629,0
ohio,hamilton,2016,0.396911,34.515493,0.053653,21.366035,10.211667,545.0,1964.044,33.902,7556.0,3284.55,38.634,0.0721,1
ohio,hamilton,2017,0.37192,33.567039,0.049918,18.747262,10.998478,494.0,1948.253,33.914,7520.0,3297.208,38.658,0.0657,0
ohio,hamilton,2018,0.381111,19.215385,0.051639,18.186429,12.227276,481.0,1962.073,34.1,7312.0,3283.614,38.596,0.0658,0
ohio,hamilton,2019,0.380102,31.180516,0.05305,17.847075,11.994872,478.0,2007.257,34.33,7006.0,3283.882,38.638,0.0682,0
ohio,hamilton,2020,0.362926,30.365497,0.048299,20.927342,10.848512,512.0,2052.391,34.627,6851.0,3277.27,38.565,0.0747,1
oklahoma,oklahoma,2009,0.523294,20.239011,0.050825,24.344262,9.514035,763.0,1976.182,34.041,9654.0,3249.448,38.39,0.079,1
oklahoma,oklahoma,2010,0.301919,20.841808,0.053018,22.196721,9.496667,721.0,1939.601,33.971,9314.0,3257.959,38.432,0.0774,1
oklahoma,oklahoma,2011,0.224489,23.966759,0.05952,27.540984,10.20339,625.0,1914.293,33.52,9491.0,3290.039,38.486,0.0659,0
oklahoma,oklahoma,2012,0.131483,22.842254,0.057147,24.724138,9.77,725.0,1937.117,33.968,10184.0,3281.06,38.51,0.0712,1
oklahoma,oklahoma,2013,0.136814,20.505556,0.051496,20.283333,9.099174,756.0,1967.489,34.128,9999.0,3273.408,38.506,0.0756,1
oklahoma,oklahoma,2014,0.150666,18.464088,0.050542,22.816667,9.131304,733.0,1975.236,34.096,10170.0,3279.58,38.526,0.0721,1
oklahoma,oklahoma,2015,0.374408,17.662953,0.049914,18.967639,8.128252,738.0,1998.565,34.131,9914.0,3275.875,38.502,0.0744,1
oklahoma,oklahoma,2016,0.323972,30.108571,0.049602,21.913793,7.601724,665.0,1941.838,33.745,9100.0,3270.624,38.427,0.0731,1
oklahoma,oklahoma,2017,0.407233,17.529577,0.050236,20.666063,9.006154,667.0,1950.729,33.789,8953.0,3262.804,38.401,0.0745,1
oklahoma,oklahoma,2018,0.416884,24.015337,0.050535,21.677966,9.606764,674.0,2009.033,34.234,8945.0,3262.799,38.371,0.0753,1
oklahoma,oklahoma,2019,0.31624,11.51624,0.050607,17.387097,9.763965,649.0,1993.245,34.258,8681.0,3250.241,38.374,0.0748,1
oklahoma,oklahoma,2020,0.605054,22.476744,0.04974,22.848008,9.932412,678.0,1978.609,33.957,8776.0,3241.53,38.307,0.0773,1
oklahoma,tulsa,2009,0.379047,8.981346,0.050749,23.65,10.698187,566.0,2001.696,34.067,7392.0,3270.791,38.229,0.0766,1
oklahoma,tulsa,2010,0.332401,19.266866,0.051744,24.409836,10.64245,568.0,1965.044,33.805,7306.0,3274.012,38.236,0.0777,1
oklahoma,tulsa,2011,0.272391,8.923925,0.056732,28.213115,11.167697,594.0,2012.165,34.263,7452.0,3270.683,38.25,0.0797,1
oklahoma,tulsa,2013,0.209523,18.550275,0.050051,19.160112,9.271667,512.0,1983.822,34.057,7492.0,3302.8,38.436,0.0683,0
oklahoma,tulsa,2014,0.164654,7.284784,0.049799,20.253561,9.58,523.0,1947.872,33.786,7786.0,3305.111,38.424,0.0672,0
oklahoma,tulsa,2015,0.246552,19.438398,0.04821,18.899371,9.064418,484.0,1950.517,33.868,7628.0,3300.973,38.443,0.0635,0
oklahoma,tulsa,2016,0.232468,16.723615,0.048303,18.559322,9.547306,497.0,1963.115,33.861,7318.0,3291.485,38.393,0.0679,0
oklahoma,tulsa,2017,0.220588,16.963202,0.04808,16.801653,10.216989,513.0,2021.216,34.137,7045.0,3284.969,38.365,0.0728,1
oklahoma,tulsa,2018,0.239002,17.430612,0.048029,19.111111,11.743945,453.0,1945.936,33.744,6913.0,3289.307,38.356,0.0655,0
oklahoma,tulsa,2019,0.226494,7.027211,0.047724,15.542373,9.478023,427.0,1970.913,34.112,6466.0,3281.589,38.425,0.066,0
oklahoma,tulsa,2020,0.202765,6.445216,0.044684,21.354302,8.977486,486.0,1982.916,34.154,6637.0,3263.983,38.325,0.0732,1
oregon,multnomah,2008,0.524946,20.65896,0.038311,19.0,8.355085,462.0,2032.835,34.465,8062.0,3379.093,38.974,0.0573,0
oregon,multnomah,2009,0.552577,19.837209,0.041987,17.903226,7.65,381.0,2011.192,34.144,7715.0,3397.328,39.066,0.0494,0
oregon,multnomah,2010,0.510021,18.214876,0.036171,14.8,6.374359,352.0,1975.116,34.122,7769.0,3405.119,39.113,0.0453,0
oregon,multnomah,2011,0.338527,17.789368,0.03749,14.433333,8.131532,336.0,2038.185,34.446,7413.0,3413.671,39.152,0.0453,0
oregon,multnomah,2012,0.30168,18.304885,0.041288,14.59322,7.358333,350.0,1979.7,34.089,7474.0,3405.981,39.074,0.0468,0
oregon,multnomah,2013,0.290992,17.728205,0.038034,12.899167,8.6375,359.0,2002.011,34.323,7448.0,3397.879,39.086,0.0482,0
oregon,multnomah,2014,0.240648,16.946471,0.039421,10.9,6.274167,337.0,2055.279,34.647,7389.0,3396.259,39.114,0.0456,0
oregon,multnomah,2015,0.275864,18.231233,0.042801,15.966667,7.243802,356.0,2025.638,34.376,7081.0,3397.977,39.056,0.0503,0
oregon,multnomah,2016,0.247208,17.777322,0.038741,9.554622,5.627049,342.0,2021.728,34.38,6555.0,3371.755,39.01,0.0522,0
oregon,multnomah,2017,0.23426,17.112139,0.037322,15.298246,7.910924,324.0,2014.38,34.293,6216.0,3381.092,39.0,0.0521,0
oregon,multnomah,2018,0.320775,17.259172,0.037312,12.180328,7.450833,298.0,2045.869,34.507,5968.0,3367.818,39.015,0.0499,0
oregon,multnomah,2019,0.181001,15.294318,0.034679,11.47541,6.235043,282.0,2000.408,34.394,5682.0,3372.369,38.958,0.0496,0
oregon,multnomah,2020,0.273235,13.70339,0.035625,11.172414,10.7275,314.0,2054.975,34.43,5511.0,3360.917,38.858,0.057,0
pennsylvania,allegheny,2015,0.459678,24.302204,0.052693,24.610725,13.771698,723.0,1992.476,34.505,10781.0,3300.187,38.682,0.0671,0
pennsylvania,allegheny,2016,0.473304,20.339394,0.052307,23.254625,10.654355,724.0,1986.517,34.324,10265.0,3303.694,38.707,0.0705,1
pennsylvania,allegheny,2017,0.468317,19.842466,0.053922,24.288955,14.513793,709.0,2008.339,34.492,10281.0,3303.324,38.705,0.069,1
pennsylvania,allegheny,2018,0.464197,18.751705,0.048835,22.064722,13.178717,721.0,1949.716,34.163,10375.0,3287.004,38.609,0.0695,1
pennsylvania,allegheny,2019,0.4951,18.82095,0.050189,23.78526,14.222157,679.0,2006.158,34.401,9528.0,3286.727,38.603,0.0713,1
pennsylvania,allegheny,2020,0.469574,18.151507,0.04869,24.733923,11.169268,685.0,1965.845,34.176,9474.0,3283.62,38.595,0.0723,1
pennsylvania,cambria,2015,0.171531,8.536283,0.047608,17.957854,11.850486,47.0,2014.106,34.447,944.0,3339.384,38.755,0.0498,0
pennsylvania,cambria,2016,0.067373,15.233429,0.048015,14.779106,8.940451,50.0,1834.54,33.16,848.0,3296.351,38.529,0.059,0
pennsylvania,cambria,2017,0.086407,13.898844,0.046777,11.889309,11.847843,39.0,2021.333,34.41,810.0,3352.673,38.649,0.0481,0
pennsylvania,cambria,2020,0.112078,13.150769,0.043163,10.546084,8.538589,52.0,2093.808,34.75,827.0,3286.589,38.545,0.0629,0
pennsylvania,erie,2015,0.15896,16.841176,0.04684,12.773629,9.072794,148.0,2064.858,34.696,2233.0,3300.755,38.612,0.0663,0
pennsylvania,erie,2016,0.207368,4.954489,0.048024,10.755553,7.707262,175.0,1912.909,33.709,2193.0,3272.842,38.432,0.0798,1
pennsylvania,erie,2017,0.076655,11.114551,0.046483,9.709049,7.979346,162.0,1921.204,33.667,2004.0,3281.201,38.431,0.0808,1
pennsylvania,erie,2019,0.053953,3.955683,0.043456,12.366591,7.53829,133.0,1929.459,33.91,1885.0,3270.604,38.427,0.0706,1
pennsylvania,erie,2020,0.043569,12.209169,0.041915,12.514794,6.522519,154.0,2040.617,34.383,1984.0,3267.116,38.383,0.0776,1
pennsylvania,philadelphia,2015,0.429495,31.629706,0.053953,23.989207,11.211783,1406.0,1952.816,34.173,16264.0,3219.598,38.606,0.0864,1
pennsylvania,philadelphia,2016,0.344628,28.308333,0.053105,23.063622,10.548571,1404.0,1945.075,34.268,15999.0,3221.37,38.591,0.0878,1
pennsylvania,philadelphia,2017,0.361055,22.846224,0.050784,22.401308,10.140494,1362.0,1974.335,34.304,15411.0,3229.242,38.566,0.0884,1
pennsylvania,philadelphia,2018,0.478143,20.401156,0.047971,17.356693,9.854011,1419.0,1957.584,34.154,14713.0,3197.658,38.484,0.0964,1
pennsylvania,washington,2015,0.276299,18.167131,0.051195,16.898305,11.050472,65.0,1936.446,33.815,1472.0,3398.39,38.739,0.0442,0
pennsylvania,york,2015,0.107873,23.547222,0.053483,16.818214,11.482051,259.0,1939.718,33.753,3772.0,3351.609,38.663,0.0687,0
rhode island,providence,2014,0.573906,20.864957,0.048459,12.362069,6.982254,348.0,1895.569,33.592,5608.0,3312.793,38.748,0.0621,0
rhode island,providence,2015,0.60824,35.456657,0.049889,19.568966,9.874093,361.0,1962.15,34.05,5555.0,3305.193,38.749,0.065,0
rhode island,providence,2016,0.572244,32.784401,0.049138,15.40678,9.327499,366.0,1915.59,33.549,5561.0,3304.544,38.749,0.0658,0
rhode island,providence,2017,0.539888,29.757103,0.043959,15.213115,8.319246,341.0,1968.185,33.906,5418.0,3315.427,38.729,0.0629,0
rhode island,providence,2018,0.532012,17.219964,0.045296,11.157895,8.933441,362.0,1961.533,34.215,5349.0,3285.676,38.657,0.0677,0
rhode island,providence,2019,0.532229,28.639812,0.046245,15.719298,8.358713,334.0,2003.94,34.431,5262.0,3309.412,38.759,0.0635,0
rhode island,providence,2020,0.488578,24.901194,0.041947,11.072727,8.399269,379.0,2016.871,34.032,5302.0,3305.84,38.659,0.0715,1
south dakota,minnehaha,2012,0.195279,15.000273,0.060281,20.374001,8.735246,134.0,2062.045,34.873,2137.0,3380.583,38.927,0.0627,0
south dakota,minnehaha,2013,0.185503,13.099725,0.052593,20.536045,8.993288,129.0,1907.457,33.271,2161.0,3360.35,38.838,0.0597,0
south dakota,minnehaha,2014,0.188628,12.666852,0.046638,21.645403,7.835185,107.0,2039.916,34.29,2270.0,3403.253,39.022,0.0471,0
south dakota,minnehaha,2015,0.199016,4.696102,0.049295,22.719104,9.00086,96.0,2046.479,34.698,2150.0,3385.036,39.045,0.0447,0
south dakota,minnehaha,2016,0.190975,11.233149,0.048836,18.413026,6.632654,103.0,2023.524,34.155,2136.0,3397.032,39.002,0.0482,0
south dakota,minnehaha,2017,0.191395,11.247671,0.040187,17.559344,7.32,132.0,2035.455,34.773,2114.0,3349.497,38.857,0.0624,0
south dakota,minnehaha,2018,0.180021,11.75,0.041118,13.5878,7.595,127.0,1850.386,33.157,2062.0,3332.662,38.695,0.0616,0
south dakota,minnehaha,2019,0.188919,11.241484,0.041468,12.585777,6.924561,97.0,2089.103,34.742,1968.0,3366.738,38.906,0.0493,0
south dakota,minnehaha,2020,0.195527,11.159726,0.039971,18.037731,6.788333,106.0,2098.519,35.226,2015.0,3341.546,38.775,0.0526,0
tennessee,davidson,2019,0.339213,27.467836,0.048438,15.170658,7.835,532.0,1940.754,33.712,7635.0,3280.701,38.594,0.0697,1
tennessee,shelby,2019,0.276756,21.023823,0.049931,18.417923,9.195682,1058.0,1974.871,34.338,10597.0,3167.004,38.362,0.0998,1
tennessee,shelby,2020,0.26957,18.715152,0.043694,17.610253,10.024063,1029.0,1961.966,34.303,10045.0,3163.108,38.342,0.1024,1
texas,bexar,2008,0.288692,27.874929,0.049895,19.779417,9.316949,2000.0,2009.562,34.281,23805.0,3200.373,38.221,0.084,1
texas,bexar,2009,0.236453,24.573164,0.049299,20.763636,9.431481,1865.0,1976.038,34.009,22713.0,3205.657,38.265,0.0821,1
texas,bexar,2010,0.3549,10.144972,0.050177,18.727273,8.759615,1805.0,2010.225,34.267,22428.0,3223.435,38.373,0.0805,1
texas,bexar,2016,0.356904,18.61994,0.047983,20.213115,7.857377,1789.0,1978.589,33.811,22831.0,3240.019,38.335,0.0784,1
texas,bexar,2017,0.360112,15.315625,0.048436,21.438596,8.897345,1489.0,1933.492,33.572,21711.0,3258.355,38.378,0.0686,0
texas,bexar,2018,0.355465,13.098261,0.04693,19.868852,7.718644,1532.0,1997.688,34.063,21146.0,3250.561,38.338,0.0724,1
texas,bexar,2020,0.336851,12.264011,0.050419,23.344262,8.751613,1445.0,2032.133,34.1,19976.0,3249.042,38.356,0.0723,1
texas,dallas,2006,0.340136,32.164634,0.058551,29.421053,11.808333,2898.0,1942.155,33.797,39337.0,3265.922,38.543,0.0737,1
texas,dallas,2008,0.313108,27.864103,0.054805,22.35,11.250893,2666.0,1925.322,33.762,36929.0,3261.142,38.522,0.0722,1
