state,county,year,Carbon monoxide,Nitrogen dioxide (NO2),Ozone,PM10 Total 0-10um STP,PM2.5 - Local Conditions,births_low,avg_weight_low,avg_ges_age_low,births_all,avg_weight_all,avg_ges_age_all,pct_low,high_rate
texas,dallas,2009,0.289849,22.736812,0.051924,18.035714,10.223364,2594.0,1960.262,34.215,34961.0,3262.774,38.554,0.0742,1
texas,dallas,2010,0.263893,27.458807,0.051957,28.448276,10.598276,2500.0,1953.241,34.109,34105.0,3261.665,38.582,0.0733,1
texas,dallas,2011,0.29307,26.159444,0.057012,29.192982,11.134746,2497.0,1941.374,33.999,34270.0,3265.635,38.57,0.0729,1
texas,dallas,2012,0.21038,24.508499,0.056163,26.639344,11.953985,2586.0,1978.216,34.165,34115.0,3264.836,38.565,0.0758,1
texas,dallas,2013,0.230995,24.789577,0.053559,29.655172,12.989252,2679.0,1936.201,34.069,35368.0,3252.888,38.598,0.0757,1
texas,dallas,2014,0.211238,22.409777,0.049891,26.754098,10.650427,2700.0,1941.804,34.576,36197.0,3246.626,38.721,0.0746,1
texas,dallas,2019,0.183213,19.80745,0.049656,20.135593,9.346134,2400.0,1965.726,34.159,31892.0,3259.023,38.502,0.0753,1
texas,dallas,2020,0.191015,20.786127,0.046927,22.372881,8.472973,2483.0,1944.186,34.072,31605.0,3246.01,38.466,0.0786,1
texas,el paso,2006,0.578273,37.88764,0.053943,65.334635,16.816071,1079.0,2051.323,34.592,13175.0,3180.622,38.27,0.0819,1
texas,el paso,2007,0.449654,39.094828,0.054061,46.974816,18.226415,1068.0,2051.893,34.621,12832.0,3163.152,38.231,0.0832,1
texas,el paso,2008,0.426136,36.073623,0.052404,36.149715,16.151786,1089.0,2025.619,34.303,12755.0,3158.005,38.135,0.0854,1
texas,el paso,2009,0.377146,34.817201,0.051824,30.517241,15.326316,1047.0,2044.337,34.418,12580.0,3169.521,38.195,0.0832,1
texas,el paso,2010,0.452214,36.667826,0.050767,32.032787,8.32459,1168.0,2049.377,34.389,12738.0,3158.023,38.19,0.0917,1
texas,el paso,2011,0.385522,36.678729,0.051751,42.916667,12.665517,1132.0,2014.171,34.284,12710.0,3174.493,38.244,0.0891,1
texas,el paso,2012,0.441014,35.961667,0.052541,28.0,12.259845,1021.0,2038.427,34.35,12492.0,3178.546,38.326,0.0817,1
texas,el paso,2014,0.346481,31.099171,0.04807,35.633333,9.685217,910.0,2031.124,34.345,12120.0,3195.681,38.427,0.0751,1
texas,el paso,2015,0.338234,30.660282,0.049264,24.533333,8.601543,925.0,2014.102,34.356,11702.0,3176.052,38.385,0.079,1
texas,el paso,2016,0.377899,27.493966,0.049822,26.559322,9.698269,808.0,2041.85,34.551,10687.0,3201.77,38.383,0.0756,1
texas,el paso,2017,0.436507,26.75045,0.051296,32.133333,9.210811,729.0,2013.617,34.309,10305.0,3210.415,38.427,0.0707,1
texas,el paso,2018,0.318982,28.535735,0.05282,34.413793,8.861926,790.0,2043.759,34.563,10317.0,3197.788,38.362,0.0766,1
texas,el paso,2019,0.335857,13.638904,0.051699,32.516667,8.633032,747.0,2048.784,34.479,9674.0,3187.866,38.298,0.0772,1
texas,el paso,2020,0.261486,31.3975,0.052081,79.639344,9.183343,741.0,2008.279,34.363,9279.0,3181.52,38.239,0.0799,1
texas,harris,2006,0.441946,31.955801,0.052444,58.157025,16.32459,4701.0,1967.874,33.96,62032.0,3242.683,38.38,0.0758,1
texas,harris,2007,0.447858,32.226257,0.050329,57.226891,15.674499,4786.0,1979.068,34.109,62257.0,3236.857,38.363,0.0769,1
texas,harris,2008,0.393645,30.821958,0.052479,31.965517,11.62069,4878.0,1977.999,34.052,63116.0,3238.354,38.368,0.0773,1
texas,harris,2009,0.276531,27.261756,0.048401,35.815126,12.637931,4464.0,1987.337,33.995,59078.0,3235.589,38.35,0.0756,1
texas,harris,2010,0.26732,30.402778,0.048324,35.123967,12.278529,4428.0,1970.674,34.032,57111.0,3238.059,38.39,0.0775,1
texas,harris,2011,0.324711,29.229032,0.050986,40.725,13.221667,4377.0,1968.925,33.964,58540.0,3245.657,38.417,0.0748,1
texas,harris,2012,0.306565,29.879508,0.046243,38.541667,12.734,4425.0,1984.968,34.089,59402.0,3244.293,38.43,0.0745,1
texas,harris,2013,0.290006,26.935045,0.04455,30.823529,12.130769,4559.0,1980.052,34.12,61934.0,3248.78,38.45,0.0736,1
texas,harris,2014,0.424161,26.494382,0.043323,42.478992,11.741379,4662.0,1986.312,34.138,63329.0,3252.98,38.45,0.0736,1
texas,harris,2015,0.501196,24.939335,0.047058,41.294118,11.82642,4695.0,1970.268,33.94,62949.0,3246.151,38.405,0.0746,1
texas,harris,2016,0.456328,27.173926,0.04726,30.275862,9.685,4576.0,1970.458,34.017,59838.0,3235.529,38.374,0.0765,1
texas,harris,2017,0.61626,27.903343,0.046405,26.857143,10.315789,4764.0,1985.132,34.091,58934.0,3224.037,38.318,0.0808,1
texas,harris,2018,0.606872,23.533521,0.045275,31.847458,11.040675,4532.0,1981.087,33.976,58107.0,3226.0,38.282,0.078,1
texas,harris,2019,0.491342,30.677337,0.047249,29.245902,10.647443,4081.0,2000.881,34.089,54446.0,3229.86,38.3,0.075,1
texas,harris,2020,0.48793,29.030137,0.044235,30.805556,11.582203,4342.0,1994.54,34.073,53846.0,3220.217,38.262,0.0806,1
texas,tarrant,2006,0.339923,31.904762,0.061457,19.263158,11.071186,1713.0,1965.18,33.867,24935.0,3282.056,38.472,0.0687,0
texas,tarrant,2007,0.303581,31.439437,0.055245,20.275862,11.685387,1837.0,1987.652,34.024,25221.0,3269.311,38.395,0.0728,1
texas,tarrant,2008,0.255321,28.762117,0.059306,17.9,10.916529,1859.0,1983.69,34.09,25013.0,3267.347,38.449,0.0743,1
texas,tarrant,2009,0.249695,24.851275,0.055603,16.254237,9.578151,1775.0,1967.459,33.952,23831.0,3275.735,38.464,0.0745,1
texas,tarrant,2010,0.229732,25.511864,0.054033,18.741379,10.777311,1652.0,1995.159,34.178,23221.0,3284.097,38.514,0.0711,1
texas,tarrant,2011,0.230427,24.563187,0.062971,19.836066,10.673504,1673.0,1969.016,33.94,23451.0,3285.473,38.485,0.0713,1
texas,tarrant,2012,0.263439,24.314566,0.058109,20.783333,10.481818,1689.0,1958.885,33.979,23917.0,3281.513,38.485,0.0706,1
texas,tarrant,2013,0.249714,23.645604,0.054992,18.661017,10.506897,1712.0,1973.289,34.052,24460.0,3282.262,38.534,0.07,1
texas,tarrant,2014,0.22145,21.051558,0.052104,19.40678,10.038333,1793.0,2000.101,34.389,24708.0,3279.631,38.524,0.0726,1
texas,tarrant,2015,0.353972,20.05,0.050591,17.166667,9.126271,1838.0,1963.033,34.033,24955.0,3274.5,38.468,0.0737,1
texas,tarrant,2016,0.376824,23.958708,0.050194,16.333333,8.500826,1739.0,2015.814,34.446,23816.0,3274.353,38.509,0.073,1
texas,tarrant,2017,0.373401,23.087209,0.050996,16.114754,8.665385,1842.0,1978.295,34.11,23369.0,3263.533,38.426,0.0788,1
texas,travis,2006,0.143462,8.464183,0.056213,18.070175,8.890741,931.0,1983.403,33.874,14341.0,3312.993,38.595,0.0649,0
texas,travis,2007,0.125067,8.226744,0.048399,20.385965,9.769811,925.0,2004.613,34.239,14341.0,3318.694,38.667,0.0645,0
texas,travis,2008,0.121985,8.030595,0.051293,17.864407,10.073214,897.0,1998.526,34.042,14246.0,3312.116,38.673,0.063,0
texas,travis,2009,0.05244,6.310294,0.048778,17.711864,10.072881,854.0,1946.509,33.83,13552.0,3313.626,38.654,0.063,0
texas,travis,2010,0.05072,6.810979,0.047627,16.949153,10.019298,852.0,2003.412,34.038,13281.0,3312.613,38.687,0.0642,0
texas,travis,2011,0.107919,6.009821,0.053314,17.625,10.823214,880.0,1948.855,33.615,13686.0,3311.112,38.622,0.0643,0
texas,travis,2013,0.093658,5.457238,0.048693,13.763636,7.317544,846.0,1975.979,33.896,14098.0,3327.659,38.699,0.06,0
texas,travis,2014,0.120916,12.340525,0.046822,25.661017,10.07193,903.0,1991.373,34.032,13943.0,3315.817,38.669,0.0648,0
texas,travis,2018,0.338935,23.549311,0.043449,22.6,10.245203,765.0,1998.756,34.15,12988.0,3306.617,38.639,0.0589,0
texas,travis,2019,0.361147,12.039271,0.04547,20.086207,9.555023,751.0,1980.301,34.045,12500.0,3290.139,38.594,0.0601,0
texas,travis,2020,0.423168,22.604959,0.043399,24.491803,9.628761,780.0,2010.051,34.263,12838.0,3290.442,38.59,0.0608,0
utah,salt lake,2008,0.56815,40.137255,0.06278,40.918033,11.156742,976.0,2028.707,34.218,16038.0,3294.824,38.563,0.0609,0
utah,salt lake,2009,0.474116,33.140884,0.062511,36.859649,11.098892,899.0,2008.026,34.206,15500.0,3284.465,38.579,0.058,0
utah,salt lake,2011,0.346835,32.844633,0.062236,28.927928,8.993931,903.0,2021.612,34.106,15263.0,3287.096,38.582,0.0592,0
utah,salt lake,2012,0.356419,32.220994,0.066079,29.351744,9.053235,931.0,2013.961,34.193,15102.0,3285.012,38.613,0.0616,0
utah,salt lake,2013,0.362577,32.491758,0.061425,22.268571,10.63691,878.0,1975.828,33.869,15020.0,3290.846,38.603,0.0585,0
utah,salt lake,2014,0.357699,28.005988,0.058309,18.203175,7.710298,879.0,2029.423,34.229,14514.0,3289.678,38.63,0.0606,0
utah,salt lake,2015,0.364972,15.635228,0.063483,16.344538,8.638244,895.0,2022.164,34.197,14755.0,3287.822,38.624,0.0607,0
utah,salt lake,2016,0.444326,14.718841,0.062147,18.611765,9.619565,883.0,1969.054,33.973,13729.0,3274.905,38.601,0.0643,0
utah,salt lake,2017,0.292851,15.090909,0.053747,20.371831,9.066316,810.0,1994.137,34.193,12957.0,3273.776,38.6,0.0625,0
utah,salt lake,2018,0.285244,30.429395,0.052717,23.031429,9.352125,803.0,2028.151,34.4,13051.0,3268.795,38.559,0.0615,0
utah,salt lake,2019,0.697236,32.425,0.052033,17.289086,9.051213,778.0,2000.9,34.135,12290.0,3268.642,38.531,0.0633,0
utah,salt lake,2020,0.201769,30.679834,0.05043,27.096591,10.601681,783.0,2016.088,34.08,12126.0,3267.841,38.508,0.0646,0
utah,utah,2008,0.458753,36.094183,0.062179,29.152493,10.003989,557.0,1993.248,34.206,10949.0,3340.685,38.631,0.0509,0
utah,utah,2009,0.458015,33.553719,0.062539,26.705556,10.752727,596.0,1996.847,34.154,10735.0,3324.581,38.587,0.0555,0
utah,utah,2010,0.432066,29.530899,0.061307,24.192661,8.891018,509.0,1993.028,33.969,10516.0,3336.698,38.623,0.0484,0
utah,utah,2011,0.441322,32.608955,0.05948,20.342593,8.236207,516.0,2048.209,34.43,10615.0,3337.831,38.655,0.0486,0
utah,utah,2012,0.419452,34.752841,0.066314,25.054353,8.08314,500.0,1981.66,33.93,10314.0,3339.505,38.661,0.0485,0
utah,utah,2013,0.480126,35.357746,0.061484,26.612509,11.51222,547.0,2024.071,34.351,10461.0,3337.288,38.664,0.0523,0
utah,utah,2014,0.53869,32.239067,0.061262,21.795604,7.255799,537.0,1994.376,33.978,10313.0,3341.082,38.619,0.0521,0
utah,utah,2015,0.433249,13.974107,0.060818,20.028332,7.240597,567.0,1984.037,33.838,10250.0,3325.801,38.579,0.0553,0
utah,utah,2016,0.297143,31.578947,0.060721,20.015789,8.329532,537.0,1981.86,34.052,9894.0,3321.588,38.613,0.0543,0
utah,utah,2017,0.344755,14.5612,0.052078,22.706897,9.445455,479.0,2020.616,34.225,9614.0,3340.44,38.634,0.0498,0
utah,utah,2018,0.079311,18.877551,0.049817,20.931034,8.968098,573.0,2022.64,34.309,9889.0,3312.19,38.525,0.0579,0
utah,utah,2019,0.103172,18.600552,0.050909,17.011204,5.95533,530.0,1968.221,33.808,9721.0,3317.123,38.514,0.0545,0
utah,utah,2020,0.267444,19.388427,0.050259,23.031519,9.121429,578.0,1984.311,34.003,10012.0,3312.05,38.532,0.0577,0
utah,weber,2008,0.64394,42.259366,0.061918,25.667614,9.860335,217.0,2108.539,34.59,3559.0,3254.294,38.403,0.061,0
utah,weber,2009,0.553727,40.061047,0.060953,25.70195,10.240233,226.0,2034.376,34.279,3399.0,3239.379,38.333,0.0665,0
utah,weber,2010,0.490013,16.531523,0.058496,24.851124,9.270088,224.0,1988.469,33.933,3307.0,3246.046,38.381,0.0677,0
utah,weber,2011,0.474718,32.904494,0.063105,20.1,9.057637,182.0,1998.791,33.901,3278.0,3264.356,38.475,0.0555,0
utah,weber,2012,0.443543,34.002874,0.06625,24.131513,9.092375,205.0,2021.263,34.18,3169.0,3276.541,38.526,0.0647,0
utah,weber,2013,0.49552,34.663014,0.062322,22.485632,14.356692,189.0,2012.18,34.042,3203.0,3264.079,38.5,0.059,0
utah,weber,2015,0.423405,14.773068,0.061788,23.23349,10.088174,204.0,1997.505,34.127,3207.0,3270.008,38.489,0.0636,0
utah,weber,2016,0.547233,14.820945,0.061272,19.990415,9.053165,182.0,2071.989,34.626,3109.0,3288.241,38.591,0.0585,0
utah,weber,2017,0.462719,18.242531,0.050803,22.56196,9.040571,199.0,2105.899,34.744,3009.0,3274.159,38.538,0.0661,0
utah,weber,2018,0.158008,33.564738,0.052066,22.889197,8.612463,176.0,2060.75,34.551,2908.0,3257.267,38.434,0.0605,0
utah,weber,2020,0.103694,22.168681,0.046989,18.903955,6.870205,211.0,2028.569,34.332,2828.0,3241.704,38.35,0.0746,1
vermont,chittenden,2006,0.345426,21.178814,0.043077,14.180328,8.354167,65.0,1940.292,33.631,1236.0,3432.32,38.947,0.0526,0
vermont,chittenden,2007,0.431138,21.134957,0.045161,13.087719,8.95,73.0,1977.26,34.384,1226.0,3438.842,38.953,0.0595,0
vermont,chittenden,2008,0.391463,10.254124,0.044428,12.983607,7.807759,46.0,1957.935,33.652,1148.0,3472.898,39.038,0.0401,0
vermont,chittenden,2009,0.375785,9.047352,0.041483,12.62069,7.039167,54.0,1947.759,33.759,1220.0,3442.759,39.092,0.0443,0
vermont,chittenden,2010,0.388297,16.741195,0.044278,13.189655,7.169748,73.0,1898.685,33.37,1183.0,3412.081,38.915,0.0617,0
vermont,chittenden,2012,0.304745,6.502152,0.046983,6.957983,6.952727,65.0,2023.677,34.2,1268.0,3434.711,39.11,0.0513,0
vermont,chittenden,2013,0.406614,14.001377,0.043269,6.638655,6.125439,76.0,1988.868,33.961,1279.0,3416.342,39.032,0.0594,0
vermont,chittenden,2014,0.256067,6.867096,0.044108,6.821429,6.622881,68.0,2110.647,34.956,1256.0,3442.574,39.112,0.0541,0
vermont,chittenden,2017,0.324265,12.377348,0.040792,5.916667,5.255436,41.0,2007.049,33.902,1039.0,3429.241,39.117,0.0395,0
vermont,chittenden,2018,0.311444,11.812,0.041447,5.983333,6.579436,39.0,2090.051,34.897,1048.0,3428.575,39.096,0.0372,0
vermont,chittenden,2019,0.338344,12.193889,0.040739,4.941176,6.684913,37.0,2262.73,36.378,985.0,3414.624,39.138,0.0376,0
vermont,chittenden,2020,0.314784,10.269972,0.041003,5.663717,6.807023,62.0,1959.823,34.081,1098.0,3405.949,38.92,0.0565,0
virginia,fairfax,2017,0.428353,27.206612,0.047201,12.758621,6.916949,651.0,1986.313,34.118,11708.0,3321.133,38.71,0.0556,0
virginia,fairfax,2018,0.343913,26.204178,0.04616,11.655172,8.927775,682.0,2040.076,34.522,11373.0,3303.341,38.644,0.06,0
virginia,fairfax,2019,0.372345,28.091781,0.049705,8.736842,9.190307,562.0,2031.676,34.365,10267.0,3315.035,38.691,0.0547,0
virginia,fairfax,2020,0.338977,25.537912,0.042639,7.578947,7.939557,612.0,1967.332,33.962,10206.0,3305.402,38.623,0.06,0
virginia,hampton city,2012,0.258788,11.790055,0.052971,11.803571,7.695833,96.0,1780.417,32.781,936.0,3211.945,38.358,0.1026,1
virginia,hampton city,2013,0.300819,9.559215,0.046235,9.457627,7.114912,48.0,1738.479,32.729,399.0,3205.329,38.266,0.1203,1
virginia,hampton city,2014,0.251235,9.671547,0.048684,10.051724,7.547541,96.0,1859.0,33.292,1082.0,3217.641,38.457,0.0887,1
virginia,hampton city,2015,0.286061,9.701102,0.049608,10.350877,7.213913,92.0,1946.217,34.141,1392.0,3270.769,38.605,0.0661,0
virginia,hampton city,2017,0.186935,8.73726,0.047352,10.383333,6.333043,109.0,1805.495,33.404,1312.0,3246.486,38.572,0.0831,1
virginia,hampton city,2018,0.179156,8.278393,0.046568,9.910714,6.036615,113.0,2022.363,34.531,1251.0,3236.152,38.596,0.0903,1
virginia,hampton city,2019,0.172801,8.209392,0.048747,9.421053,6.436749,103.0,1832.398,32.942,1210.0,3254.839,38.416,0.0851,1
virginia,henrico,2012,0.280747,20.574425,0.051786,13.637931,8.813274,214.0,1969.061,34.028,3172.0,3284.726,38.515,0.0675,0
virginia,henrico,2013,0.275766,18.603944,0.045632,12.949153,8.2136,220.0,1911.2,34.077,3030.0,3292.195,38.539,0.0726,1
virginia,henrico,2015,0.251937,17.331956,0.048887,13.385965,8.017213,199.0,1947.628,33.844,3144.0,3291.971,38.609,0.0633,0
virginia,henrico,2016,0.238917,6.882078,0.048024,12.85,7.190476,225.0,1913.236,33.545,3137.0,3282.525,38.583,0.0717,1
virginia,henrico,2017,0.229874,7.702654,0.043649,12.983333,7.316842,235.0,2036.332,34.511,3182.0,3299.318,38.659,0.0739,1
virginia,henrico,2018,0.229537,13.953846,0.041549,11.517544,7.002521,188.0,1854.585,33.207,3020.0,3291.6,38.614,0.0623,0
virginia,henrico,2019,0.230918,5.937099,0.043773,11.241379,6.917742,180.0,2060.444,34.478,2854.0,3313.343,38.701,0.0631,0
virginia,henrico,2020,0.206934,12.45616,0.039483,9.719298,7.270705,221.0,2026.525,34.652,2790.0,3285.705,38.625,0.0792,1
washington,king,2014,0.570126,24.163085,0.046163,10.086207,6.206967,1096.0,2015.078,34.241,21159.0,3366.781,38.988,0.0518,0
washington,king,2015,0.5607,39.496142,0.049184,11.258333,9.824414,1098.0,2029.166,34.481,21204.0,3365.219,38.978,0.0518,0
washington,king,2019,0.411443,31.532778,0.03831,10.07767,8.340005,920.0,2046.224,34.48,17720.0,3354.951,38.882,0.0519,0
wisconsin,milwaukee,2014,0.218739,28.509471,0.048317,18.237288,10.270435,766.0,1953.889,33.886,10470.0,3273.937,38.635,0.0732,1
wisconsin,milwaukee,2015,0.308961,27.032047,0.04819,14.872411,9.593548,801.0,1960.999,34.029,10368.0,3266.483,38.602,0.0773,1
wisconsin,milwaukee,2016,0.280834,26.110028,0.050033,16.62069,8.269167,795.0,1962.247,34.033,10018.0,3259.449,38.561,0.0794,1
wisconsin,milwaukee,2017,0.208109,24.988764,0.048237,14.304348,8.648276,816.0,1939.854,33.819,9529.0,3226.689,38.481,0.0856,1
wisconsin,milwaukee,2018,0.286275,25.089326,0.048181,15.57377,8.976557,829.0,2000.789,34.219,9700.0,3237.059,38.5,0.0855,1
wisconsin,milwaukee,2019,0.30255,24.405801,0.045103,17.589876,8.768545,809.0,1953.597,34.042,9087.0,3217.324,38.427,0.089,1
wisconsin,milwaukee,2020,0.238759,22.209041,0.047202,16.301575,9.094399,825.0,1978.859,34.234,9205.0,3211.493,38.4,0.0896,1
